"paraula","url","origen","autor","nota"
"infermera","https://www.youtube.com/embed/3s7IRF-qdJs","youtube","generalitat",""
"infusió","https://www.youtube.com/embed/u7ua7P1OFRc","youtube","generalitat",""
"instagram","https://www.youtube.com/embed/eyEDjfYUfH8","youtube","generalitat",""
"internet","https://www.youtube.com/embed/JnyKzpJL4FE","youtube","generalitat",""
"iode","https://www.youtube.com/embed/jn53pnL14iQ","youtube","generalitat",""
"iogurt","https://www.youtube.com/embed/3EhZtlB4qhg","youtube","generalitat",""
"j","https://www.youtube.com/embed/SEo7gKgWEdc","youtube","generalitat",""
"juliol","https://www.youtube.com/embed/Baode6hGY3A","youtube","generalitat",""
"juny","https://www.youtube.com/embed/mZKzstRrFvs","youtube","generalitat",""
"k","https://www.youtube.com/embed/6MEStGkpgFY","youtube","generalitat",""
"kiwi","https://www.youtube.com/embed/8LRez71NUm4","youtube","generalitat",""
"l","https://www.youtube.com/embed/dcCri1-9-K0","youtube","generalitat",""
"lasanya","https://www.youtube.com/embed/fM9wA-xkHQ8","youtube","generalitat",""
"lent","https://www.youtube.com/embed/Tda2JoVj3WU","youtube","generalitat",""
"lenta","https://www.youtube.com/embed/Tda2JoVj3WU","youtube","generalitat",""
"lila (1)","https://www.youtube.com/embed/xgGlFT27wQA","youtube","generalitat",""
"lila (2)","https://www.youtube.com/embed/jVUVpK1V0uc","youtube","generalitat",""
"literatura","https://www.youtube.com/embed/nor7LVC5foY","youtube","generalitat",""
"ll","https://www.youtube.com/embed/ZoBXG3hqkls","youtube","generalitat",""
"l·l","https://www.youtube.com/embed/dt1edeWCAGY","youtube","generalitat",""
"llapis de memòria","https://www.youtube.com/embed/P-ootza0uRs","youtube","generalitat",""
"llavi","https://www.youtube.com/embed/Q8rWPzcCjIY","youtube","generalitat",""
"llegum","https://www.youtube.com/embed/ueUEd29Ruh8","youtube","generalitat",""
"llentia","https://www.youtube.com/embed/4K6C0oLGPss","youtube","generalitat",""
"llet","https://www.youtube.com/embed/j7EYGZt-CJc","youtube","generalitat",""
"llibreria","https://www.youtube.com/embed/jqax88QPCnM","youtube","generalitat",""
"llimona","https://www.youtube.com/embed/jxfdZ4jBumM","youtube","generalitat",""
"llitera","https://www.youtube.com/embed/M8Y2cMOzVfQ","youtube","generalitat",""
"m","https://www.youtube.com/embed/zWboYvt_F5o","youtube","generalitat",""
"macarrons (1)","https://www.youtube.com/embed/c3IkTm7Ryz4","youtube","generalitat",""
"macarrons (2)","https://www.youtube.com/embed/uwkRVGT9bAw","youtube","generalitat",""
"maduixa","https://www.youtube.com/embed/h23M96SbB00","youtube","generalitat",""
"maig","https://www.youtube.com/embed/VSrOj7Sx0PA","youtube","generalitat",""
"malalt","https://www.youtube.com/embed/R3DFcCn4l7M","youtube","generalitat",""
"malalta","https://www.youtube.com/embed/R3DFcCn4l7M","youtube","generalitat",""
"mal de cap","https://www.youtube.com/embed/xH6nHZ6TZ8A","youtube","generalitat",""
"mal de panxa","https://www.youtube.com/embed/2UVCJHEz_lE","youtube","generalitat",""
"mal de queixal","https://www.youtube.com/embed/ZBvcGFMO3Hc","youtube","generalitat",""
"mandarina","https://www.youtube.com/embed/c3RWeghvhkg","youtube","generalitat",""
"mantega","https://www.youtube.com/embed/cHs_tocpl3k","youtube","generalitat",""
"màquina","https://www.youtube.com/embed/9rz-5TpbT6Q","youtube","generalitat",""
"març","https://www.youtube.com/embed/SQsijH01oHk","youtube","generalitat",""
"mareig","https://www.youtube.com/embed/w4Ojstc0iZE","youtube","generalitat",""
"marisc","https://www.youtube.com/embed/PtkLOUZGdqQ","youtube","generalitat",""
"marró","https://www.youtube.com/embed/zVNax6oi9OA","youtube","generalitat",""
"matí","https://www.youtube.com/embed/7CvHNN3uKW0","youtube","generalitat",""
"medecina","https://www.youtube.com/embed/wbzPS_mXGS4","youtube","generalitat",""
"mel","https://www.youtube.com/embed/DDx0bn1dtPc","youtube","generalitat",""
"melmelada","https://www.youtube.com/embed/wQQEFCcw4SA","youtube","generalitat",""
"meló","https://www.youtube.com/embed/F84AYHuMCc0","youtube","generalitat",""
"mercat","https://www.youtube.com/embed/oJjJIW1zD48","youtube","generalitat",""
"mes","https://www.youtube.com/embed/y3ZOsDIqhh8","youtube","generalitat",""
"metge","https://www.youtube.com/embed/JeJ5ns629Q0","youtube","generalitat",""
"metgessa","https://www.youtube.com/embed/JeJ5ns629Q0","youtube","generalitat",""
"metro","https://www.youtube.com/embed/pseteTL7S4o","youtube","generalitat",""
"migdia","https://www.youtube.com/embed/IzShdn5kcNk","youtube","generalitat",""
"mil","https://www.youtube.com/embed/LqaR9NO8hmk","youtube","generalitat",""
"milió","https://www.youtube.com/embed/B_ppnwZVINU","youtube","generalitat",""
"minut (1)","https://www.youtube.com/embed/MXj7b4A4yS0","youtube","generalitat",""
"minut (2)","https://www.youtube.com/embed/MyfEaqupNYw","youtube","generalitat",""
"missatge (1)","https://www.youtube.com/embed/PF4Ae0loqO8","youtube","generalitat",""
"missatge (2)","https://www.youtube.com/embed/me57qoZ_KaY","youtube","generalitat",""
"mitja lluna","https://www.youtube.com/embed/3t_3YLzKiUk","youtube","generalitat",""
"moc","https://www.youtube.com/embed/SrsJLCibjjw","youtube","generalitat",""
"molèstia","https://www.youtube.com/embed/rN9jJhpW5aY","youtube","generalitat",""
"molt de gust","https://www.youtube.com/embed/VR-eFLwIS2U","youtube","generalitat",""
"mongeta","https://www.youtube.com/embed/JJnxQbXOLjs","youtube","generalitat",""
"mongeta tendra","https://www.youtube.com/embed/kktTH3LJSk8","youtube","generalitat",""
"monument","https://www.youtube.com/embed/I4FvAGkhaPM","youtube","generalitat",""
"moto","https://www.youtube.com/embed/a17ybPGbXnc","youtube","generalitat",""
"multa","https://www.youtube.com/embed/gcFnkUnS-sQ","youtube","generalitat",""
"musclo","https://www.youtube.com/embed/n4-pwtB5CEA","youtube","generalitat",""
"museu","https://www.youtube.com/embed/nPOPDykckIo","youtube","generalitat",""
"música","https://www.youtube.com/embed/hMJh4N0vLJA","youtube","generalitat",""
"n","https://www.youtube.com/embed/6eHB1b9Gvnk","youtube","generalitat",""
"nadal","https://www.youtube.com/embed/uH4bW06mnM0","youtube","generalitat",""
"nata","https://www.youtube.com/embed/qTOO7ycUJC0","youtube","generalitat",""
"negre","https://www.youtube.com/embed/XyLnikUc8Nk","youtube","generalitat",""
"nerviós","https://www.youtube.com/embed/6NeXloD_Xb4","youtube","generalitat",""
"nerviosa","https://www.youtube.com/embed/6NeXloD_Xb4","youtube","generalitat",""
"nit","https://www.youtube.com/embed/ruWWCtmkZPg","youtube","generalitat",""
"nom","https://www.youtube.com/embed/6nNhewcp404","youtube","generalitat",""
"nou","https://www.youtube.com/embed/zIFPGDw4H1U","youtube","generalitat",""
"novembre","https://www.youtube.com/embed/AX8d0bGZxM8","youtube","generalitat",""
"ny","https://www.youtube.com/embed/0iw_QxUIeqM","youtube","generalitat",""
"o","https://www.youtube.com/embed/i2GSCltfbzM","youtube","generalitat",""
"octubre","https://www.youtube.com/embed/wRO8lROM8pA","youtube","generalitat",""
"oli","https://www.youtube.com/embed/43ilHtDPNdU","youtube","generalitat",""
"oliva","https://www.youtube.com/embed/G-bCbbI9ygs","youtube","generalitat",""
"onze","https://www.youtube.com/embed/8Fz8Mpfqz0o","youtube","generalitat",""
"onze de setembre / diada","https://www.youtube.com/embed/Mm5XRsN62N8","youtube","generalitat",""
"operació","https://www.youtube.com/embed/9aDm13nv_pE","youtube","generalitat",""
"ordinador","https://www.youtube.com/embed/OXTBUXcPnOs","youtube","generalitat",""
"ou","https://www.youtube.com/embed/LNP_PkXD30M","youtube","generalitat",""
"oval (1)","https://www.youtube.com/embed/EE91fw9nBRs","youtube","generalitat",""
"oval  (2)","https://www.youtube.com/embed/5hiPONgWRSc","youtube","generalitat",""
"pa","https://www.youtube.com/embed/7tfbhdSuvh0","youtube","generalitat",""
"pa de motlle","https://www.youtube.com/embed/g2IvunpeYRQ","youtube","generalitat",""
"pa de pessic","https://www.youtube.com/embed/1kv9QVQ3WkI","youtube","generalitat",""
"paella (1)","https://www.youtube.com/embed/F736SeAijl4","youtube","generalitat",""
"paella (2)","https://www.youtube.com/embed/apVAaJEGAVM","youtube","generalitat",""
"pantalla","https://www.youtube.com/embed/94y2aMutEus","youtube","generalitat",""
"panxa","https://www.youtube.com/embed/gm8mY9KqmVo","youtube","generalitat",""
"parada d'autobús","https://www.youtube.com/embed/RtG0upFWOSI","youtube","generalitat",""
"parada de taxis","https://www.youtube.com/embed/rqNgyYMSQPk","youtube","generalitat",""
"parada de tramvia","https://www.youtube.com/embed/dxCn2BvTLHY","youtube","generalitat",""
"passat","https://www.youtube.com/embed/jtHo1BX2Oi0","youtube","generalitat",""
"pasta","https://www.youtube.com/embed/4qgH-pdGqIE","youtube","generalitat",""
"pastanaga","https://www.youtube.com/embed/vMYFREi9lkU","youtube","generalitat",""
"pastís","https://www.youtube.com/embed/ZBxgotg9j8M","youtube","generalitat",""
"pastisseria","https://www.youtube.com/embed/qAH5Z-ynIWk","youtube","generalitat",""
"patata","https://www.youtube.com/embed/yS0WBAhnMeM","youtube","generalitat",""
"paté","https://www.youtube.com/embed/Fa_sa9XiNuk","youtube","generalitat",""
"patinet","https://www.youtube.com/embed/azgaUzJVdWs","youtube","generalitat",""
"peatge","https://www.youtube.com/embed/tYw9fEBMCSc","youtube","generalitat",""
"pebrot","https://www.youtube.com/embed/ADoor0YoBLE","youtube","generalitat",""
"peix","https://www.youtube.com/embed/zLx-5aETEBY","youtube","generalitat",""
"pera","https://www.youtube.com/embed/WYIyBC-ENuQ","youtube","generalitat",""
"perdó","https://www.youtube.com/embed/dBkivS6BewU","youtube","generalitat",""
"pernil","https://www.youtube.com/embed/28EOTq4qK_8","youtube","generalitat",""
"pernil dolç","https://www.youtube.com/embed/1P3cE2x_nrA","youtube","generalitat",""
"pèsol","https://www.youtube.com/embed/nNkyEkJ3KLM","youtube","generalitat",""
"p (frontal)","https://www.youtube.com/embed/OPQc8Nu8ACM","youtube","generalitat",""
"picada","https://www.youtube.com/embed/td_dR5TpNxs","youtube","generalitat",""
"píndola","https://www.youtube.com/embed/SsRkHhykXZI","youtube","generalitat",""
"pizza","https://www.youtube.com/embed/COHP6xURmUQ","youtube","generalitat",""
"plàtan","https://www.youtube.com/embed/meyCZJPVg18","youtube","generalitat",""
"p (lateral)","https://www.youtube.com/embed/85WuTFsvmug","youtube","generalitat",""
"pollastre","https://www.youtube.com/embed/ib3QSB4nVhE","youtube","generalitat",""
"poma","https://www.youtube.com/embed/iMukXk_4OBc","youtube","generalitat",""
"pomada","https://www.youtube.com/embed/FDifoHvd0bo","youtube","generalitat",""
"por","https://www.youtube.com/embed/L92ZPkaqKdU","youtube","generalitat",""
"port","https://www.youtube.com/embed/N5jKrq0KpV4","youtube","generalitat",""
"postres","https://www.youtube.com/embed/dvFx8s7upy8","youtube","generalitat",""
"present","https://www.youtube.com/embed/q56E4clPW0w","youtube","generalitat",""
"preservatiu","https://www.youtube.com/embed/k00gTxzyaNs","youtube","generalitat",""
"préssec","https://www.youtube.com/embed/SKI8TT1g51U","youtube","generalitat",""
"presumir","https://www.youtube.com/embed/rBjyN6k-hgk","youtube","generalitat",""
"primavera","https://www.youtube.com/embed/Hen6pgLBTT4","youtube","generalitat",""
"pulmó (1)","https://www.youtube.com/embed/BjKFV2FraaY","youtube","generalitat",""
"pulmó (2)","https://www.youtube.com/embed/aZM3z5kXSm4","youtube","generalitat",""
"puré","https://www.youtube.com/embed/VduZcIrdLIU","youtube","generalitat",""
"q","https://www.youtube.com/embed/I-ncwlL-niM","youtube","generalitat",""
"quadrat","https://www.youtube.com/embed/Y7zCQEA_km0","youtube","generalitat",""
"quan (futur)","https://www.youtube.com/embed/hFJ-G4YUYcs","youtube","generalitat",""
"quan (passat)","https://www.youtube.com/embed/4cWnLnATLQw","youtube","generalitat",""
"quatre","https://www.youtube.com/embed/4eT85kkbZXw","youtube","generalitat",""
"quatre estacions","https://www.youtube.com/embed/jZqrqEEn5jk","youtube","generalitat",""
"queixal","https://www.youtube.com/embed/j009awAZGZ8","youtube","generalitat",""
"quinze","https://www.youtube.com/embed/eJWTfvBks9M","youtube","generalitat",""
"r","https://www.youtube.com/embed/cwyGcNzNqrs","youtube","generalitat",""
"radar aeri","https://www.youtube.com/embed/5HXjSZKNdiY","youtube","generalitat",""
"radar de trànsit","https://www.youtube.com/embed/zP9_4au4hug","youtube","generalitat",""
"radiografia","https://www.youtube.com/embed/1sha7I-6q00","youtube","generalitat",""
"raïm","https://www.youtube.com/embed/TLDeV9LkRBw","youtube","generalitat",""
"ratolí","https://www.youtube.com/embed/rnrtdoVT-9E","youtube","generalitat",""
"ratolí","https://www.youtube.com/embed/5pFNyWRqmh8","youtube","generalitat",""
"recepta","https://www.youtube.com/embed/Om4MviuUmaI","youtube","generalitat",""
"rectangle","https://www.youtube.com/embed/kkuFKK49ac8","youtube","generalitat",""
"refredat","https://www.youtube.com/embed/YJPTsRzNp-w","youtube","generalitat",""
"relació sexual","https://www.youtube.com/embed/-CdwYg0qRzs","youtube","generalitat",""
"reproductor dvd","https://www.youtube.com/embed/4mjOH-dvJJ0","youtube","generalitat",""
"respirar","https://www.youtube.com/embed/4qXzVOZJigI","youtube","generalitat",""
"rombe","https://www.youtube.com/embed/zlB91nNlotM","youtube","generalitat",""
"ros","https://www.youtube.com/embed/AWt8c0TKhLI","youtube","generalitat",""
"rosa","https://www.youtube.com/embed/K-CC-hBN3Y4","youtube","generalitat",""
"rr","https://www.youtube.com/embed/FFo_9nsdtWo","youtube","generalitat",""
"s","https://www.youtube.com/embed/h-f9JZ5eiQk","youtube","generalitat",""
"sal","https://www.youtube.com/embed/JYd5xnodij8","youtube","generalitat",""
"saler","https://www.youtube.com/embed/4weFVllxQHA","youtube","generalitat",""
"salmó","https://www.youtube.com/embed/AKbGwY694jo","youtube","generalitat",""
"salsa","https://www.youtube.com/embed/xJ8Vp4Mh3so","youtube","generalitat",""
"salsitxa","https://www.youtube.com/embed/ByaSbUvFBdQ","youtube","generalitat",""
"sant jordi","https://www.youtube.com/embed/CG_5OFGV4NI","youtube","generalitat",""
"sardina","https://www.youtube.com/embed/5du6nIE1-xI","youtube","generalitat",""
"segon","https://www.youtube.com/embed/OCtMoWgUO4k","youtube","generalitat",""
"sempre","https://www.youtube.com/embed/gKmwh91v-ws","youtube","generalitat",""
"sentiment","https://www.youtube.com/embed/UE3Xnwxmj0U","youtube","generalitat",""
"senzill","https://www.youtube.com/embed/wZtGn9VEGTs","youtube","generalitat",""
"senzillesa","https://www.youtube.com/embed/8kiMaRf2vvU","youtube","generalitat",""
"seriós","https://www.youtube.com/embed/neOPOw2Bpgc","youtube","generalitat",""
"seriosa","https://www.youtube.com/embed/neOPOw2Bpgc","youtube","generalitat",""
"seriositat","https://www.youtube.com/embed/kIU1om4tOr0","youtube","generalitat",""
"set","https://www.youtube.com/embed/t7g4Z3wH8EE","youtube","generalitat",""
"setembre","https://www.youtube.com/embed/EqmXtewAmP0","youtube","generalitat",""
"setmana (1)","https://www.youtube.com/embed/04MCFaonN2M","youtube","generalitat",""
"setmana (2)","https://www.youtube.com/embed/g2EEdBXUyM0","youtube","generalitat",""
"setmana santa","https://www.youtube.com/embed/CcAgagLP0Rs","youtube","generalitat",""
"setze","https://www.youtube.com/embed/BdjQgvj2fx0","youtube","generalitat",""
"sexe","https://www.youtube.com/embed/zkQ2zk_IVRc","youtube","generalitat",""
"sexualitat","https://www.youtube.com/embed/Y7SsHKsgC5s","youtube","generalitat",""
"simpatia","https://www.youtube.com/embed/A8zBtmlJYB0","youtube","generalitat",""
"simpàtic","https://www.youtube.com/embed/hqoIMobMRrU","youtube","generalitat",""
"simpàtica","https://www.youtube.com/embed/hqoIMobMRrU","youtube","generalitat",""
"síndria (1)","https://www.youtube.com/embed/QweII3yAHvc","youtube","generalitat",""
"síndria (2)","https://www.youtube.com/embed/hMvqJSzENy0","youtube","generalitat",""
"sis","https://www.youtube.com/embed/I2mW6491PqM","youtube","generalitat",""
"si us plau","https://www.youtube.com/embed/ngYvoqorrFc","youtube","generalitat",""
"sopa","https://www.youtube.com/embed/neZfK2YHlpQ","youtube","generalitat",""
"sopar","https://www.youtube.com/embed/85D26Wi89HY","youtube","generalitat",""
"sovint","https://www.youtube.com/embed/1iR_0LULmhc","youtube","generalitat",""
"ss","https://www.youtube.com/embed/95AtXYLvHmA","youtube","generalitat",""
"submarí","https://www.youtube.com/embed/gm4pfm-x2wQ","youtube","generalitat",""
"subtitulació","https://www.youtube.com/embed/972bA_3hpcM","youtube","generalitat",""
"suc de fruita","https://www.youtube.com/embed/_52hLWJp-8U","youtube","generalitat",""
"sucre (1)","https://www.youtube.com/embed/evOQuFntyZE","youtube","generalitat",""
"sucre (2)","https://www.youtube.com/embed/eiIZXdfzCOw","youtube","generalitat",""
"supositori","https://www.youtube.com/embed/8NjlzKoA_Lk","youtube","generalitat",""
"t","https://www.youtube.com/embed/kVgZsUxpTFY","youtube","generalitat",""
"tall","https://www.youtube.com/embed/hNmPjB3clE0","youtube","generalitat",""
"tallat","https://www.youtube.com/embed/hc4EaWLBSrc","youtube","generalitat",""
"tampó","https://www.youtube.com/embed/pTIdoW906_0","youtube","generalitat",""
"tard","https://www.youtube.com/embed/cl34oNzCWoA","youtube","generalitat",""
"tarda","https://www.youtube.com/embed/jBPUKfL9Lgc","youtube","generalitat",""
"tardor (1)","https://www.youtube.com/embed/cmcQR5QGLV0","youtube","generalitat",""
"tardor (2)","https://www.youtube.com/embed/JkOarPTtf2s","youtube","generalitat",""
"taronja","https://www.youtube.com/embed/07sap41SBiI","youtube","generalitat",""
"taronja","https://www.youtube.com/embed/oMsAXTPKlUU","youtube","generalitat",""
"tauleta","https://www.youtube.com/embed/z9Q8sYUFc3E","youtube","generalitat",""
"taxi","https://www.youtube.com/embed/hBqWPacdy2c","youtube","generalitat",""
"teatre","https://www.youtube.com/embed/MVms1CHPhtA","youtube","generalitat",""
"teclat","https://www.youtube.com/embed/oUZyKDCEtc8","youtube","generalitat",""
"tecnologia","https://www.youtube.com/embed/ar5IdXkLTwI","youtube","generalitat",""
"telèferic","https://www.youtube.com/embed/p7JO3Z3cC5o","youtube","generalitat",""
"telèfon","https://www.youtube.com/embed/jJKDcCo6ZTw","youtube","generalitat",""
"telèfon mòbil","https://www.youtube.com/embed/9jK6fZ8PnHA","youtube","generalitat",""
"televisió","https://www.youtube.com/embed/68OMnIusJ2Y","youtube","generalitat",""
"temps","https://www.youtube.com/embed/UIHmCMeSK-I","youtube","generalitat",""
"termòmetre (1)","https://www.youtube.com/embed/S56V55hAl5E","youtube","generalitat",""
"termòmetre (2)","https://www.youtube.com/embed/bIpTSO6CxSk","youtube","generalitat",""
"tímid","https://www.youtube.com/embed/W-k--vLSNeo","youtube","generalitat",""
"tímida","https://www.youtube.com/embed/W-k--vLSNeo","youtube","generalitat",""
"timidesa","https://www.youtube.com/embed/qxwjuhcQfs0","youtube","generalitat",""
"tireta","https://www.youtube.com/embed/9kKE4IpdxGs","youtube","generalitat",""
"tomàquet","https://www.youtube.com/embed/_cc-R8GvJes","youtube","generalitat",""
"tonyina","https://www.youtube.com/embed/-U8vzyWinDw","youtube","generalitat",""
"torrada","https://www.youtube.com/embed/eUYow-Jrvk4","youtube","generalitat",""
"tos","https://www.youtube.com/embed/faF2NDzymlw","youtube","generalitat",""
"tractament","https://www.youtube.com/embed/MdEWGwo3HG4","youtube","generalitat",""
"tradició","https://www.youtube.com/embed/_jrJjlhmDx4","youtube","generalitat",""
"tramvia","https://www.youtube.com/embed/huxe0jL6ytQ","youtube","generalitat",""
"tranquil·litat","https://www.youtube.com/embed/cyxFfAuaag4","youtube","generalitat",""
"tranquil / tranquil·la (1)","https://www.youtube.com/embed/96Nt44kHESc","youtube","generalitat",""
"tranquil / tranquil·la (2)","https://www.youtube.com/embed/MfC8JAZBU18","youtube","generalitat",""
"trànsit","https://www.youtube.com/embed/pJAuXM_9yjo","youtube","generalitat",""
"transport","https://www.youtube.com/embed/w6DbJc2Z4HU","youtube","generalitat",""
"tren","https://www.youtube.com/embed/SNhmawWKVGM","youtube","generalitat",""
"tres","https://www.youtube.com/embed/pOQ9T0pTC6I","youtube","generalitat",""
"tres quarts de","https://www.youtube.com/embed/jPvPVPIJPyI","youtube","generalitat",""
"tretze","https://www.youtube.com/embed/5MtpLQMzQco","youtube","generalitat",""
"triangle","https://www.youtube.com/embed/Lfx9zyWK5hY","youtube","generalitat",""
"tristesa (1)","https://www.youtube.com/embed/JHTF9n1i1Xw","youtube","generalitat",""
"tristesa (2)","https://www.youtube.com/embed/oGzUTZWX0AM","youtube","generalitat",""
"turisme","https://www.youtube.com/embed/Mq2TU5DVrUM","youtube","generalitat",""
"twitter","https://www.youtube.com/embed/Yya--KxSfrY","youtube","generalitat",""
"tx","https://www.youtube.com/embed/xC9QyRFj_YM","youtube","generalitat",""
"u","https://www.youtube.com/embed/Z8vxzgPzs5Y","youtube","generalitat",""
"un","https://www.youtube.com/embed/M2NObz3jCGM","youtube","generalitat",""
"una","https://www.youtube.com/embed/M2NObz3jCGM","youtube","generalitat",""
"un quart de","https://www.youtube.com/embed/1_pbMZQz0F0","youtube","generalitat",""
"urgències","https://www.youtube.com/embed/Md53ZyKzpKU","youtube","generalitat",""
"usb","https://www.youtube.com/embed/P-ootza0uRs","youtube","generalitat",""
"v","https://www.youtube.com/embed/-rB5MQyBQRI","youtube","generalitat",""
"vaixell","https://www.youtube.com/embed/tr24ykLi80Q","youtube","generalitat",""
"valent","https://www.youtube.com/embed/amXBPgTA5O8","youtube","generalitat",""
"valenta","https://www.youtube.com/embed/amXBPgTA5O8","youtube","generalitat",""
"valentia","https://www.youtube.com/embed/ayD0c_lVZFE","youtube","generalitat",""
"velocitat","https://www.youtube.com/embed/RUGicmewaCQ","youtube","generalitat",""
"verd","https://www.youtube.com/embed/S4Q77GwDpgM","youtube","generalitat",""
"verdura (1)","https://www.youtube.com/embed/rjoawCxTygw","youtube","generalitat",""
"verdura (2)","https://www.youtube.com/embed/IF5GkEHSWzU","youtube","generalitat",""
"vermell","https://www.youtube.com/embed/ZzskMCqZaqg","youtube","generalitat",""
"vermut","https://www.youtube.com/embed/B1tt5M3TU2U","youtube","generalitat",""
"vi","https://www.youtube.com/embed/2Lb_SGitqNc","youtube","generalitat",""
"videoconferència","https://www.youtube.com/embed/Uzfixh5p9_I","youtube","generalitat",""
"videojoc","https://www.youtube.com/embed/02c3jd_0xHQ","youtube","generalitat",""
"vinagre","https://www.youtube.com/embed/DJANQ32mm6s","youtube","generalitat",""
"vi negre","https://www.youtube.com/embed/jnXrpjcvYik","youtube","generalitat",""
"vint","https://www.youtube.com/embed/9jw0gn4wvTQ","youtube","generalitat",""
"virus","https://www.youtube.com/embed/s460YXPCsfo","youtube","generalitat",""
"vòmit","https://www.youtube.com/embed/RpUNHBdV5eE","youtube","generalitat",""
"vuit","https://www.youtube.com/embed/svZHqF6ayG8","youtube","generalitat",""
"vulva","https://www.youtube.com/embed/n84_vbg1UeI","youtube","generalitat",""
"w","https://www.youtube.com/embed/zRFdJpp1ujc","youtube","generalitat",""
"web","https://www.youtube.com/embed/g7OY1OYyMU4","youtube","generalitat",""
"whatsapp","https://www.youtube.com/embed/n8MmLroTJwo","youtube","generalitat",""
"wifi","https://www.youtube.com/embed/4oJJh7JGWkw","youtube","generalitat",""
"x","https://www.youtube.com/embed/QhRk2w28XUQ","youtube","generalitat",""
"xampinyó","https://www.youtube.com/embed/jv7OfijxkBo","youtube","generalitat",""
"xarop","https://www.youtube.com/embed/m7e243xFQ0M","youtube","generalitat",""
"xat","https://www.youtube.com/embed/CT1chBghDas","youtube","generalitat",""
"xeringa","https://www.youtube.com/embed/IfRdMmXnAO0","youtube","generalitat",""
"xerrera","https://www.youtube.com/embed/wFPACzy_gEg","youtube","generalitat",""
"xocolata","https://www.youtube.com/embed/1tj1L89QnJA","youtube","generalitat",""
"xoriço","https://www.youtube.com/embed/pW_btwgWNWw","youtube","generalitat",""
"y","https://www.youtube.com/embed/xO-hvboYlN8","youtube","generalitat",""
"z","https://www.youtube.com/embed/c0PZNIxYxhk","youtube","generalitat",""
"zero","https://www.youtube.com/embed/fnbDGumgny8","youtube","generalitat",""
